City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Kidal,ML,2021-09-21 05:09:42,18.4411,1.4078,83.77,18,2,4.34
295,Mar Del Plata,AR,2021-09-21 05:09:43,-38.0023,-57.5575,46.35,77,0,12.57
296,Vilyuysk,RU,2021-09-21 05:09:43,63.7553,121.6247,48.43,47,99,10.33
297,Oranjestad,AW,2021-09-21 05:09:44,12.524,-70.027,82.35,83,20,10.36
298,Yablonovo,RU,2021-09-21 05:09:45,50.8523,37.3574,48.06,84,100,5.75
299,Georgetown,MY,2021-09-21 05:09:45,5.4112,100.3354,82.33,83,40,4.61
300,Port Lincoln,AU,2021-09-21 05:09:46,-34.7333,135.8667,55.38,65,100,13.27
301,Lam Luk Ka,TH,2021-09-21 05:09:48,13.9323,100.7494,85.95,94,75,8.05
302,Sioux Lookout,CA,2021-09-21 05:09:48,50.1001,-91.917,52.18,91,100,7.54
303,Santo Antonio Do Ica,BR,2021-09-21 05:09:49,-3.1022,-67.9397,74.61,90,64,1.41
304,Elat,IL,2021-09-21 05:09:49,29.5581,34.9482,82.24,42,0,16.11
305,Belyy Yar,RU,2021-09-21 05:09:50,53.6039,91.3903,48.09,57,0,15.66
306,Gananoque,CA,2021-09-21 05:09:50,44.3334,-76.1661,66.27,67,98,14.97
307,Gbarnga,LR,2021-09-21 05:09:51,6.9956,-9.4722,69.57,100,100,2.37
308,Moose Jaw,CA,2021-09-21 05:09:52,50.4001,-105.5344,51.1,49,33,6.44
309,College,US,2021-09-21 05:09:53,64.8569,-147.8028,35.55,64,75,4.61
310,Pimentel,PE,2021-09-21 05:09:53,-6.8367,-79.9342,62.17,88,23,12.66
311,Ancud,CL,2021-09-21 05:09:54,-41.8697,-73.8203,40.53,84,0,6.93
312,Imbituba,BR,2021-09-21 05:09:54,-28.24,-48.6703,69.69,98,50,2.82
313,Abha,SA,2021-09-21 05:09:55,18.2164,42.5053,68.59,28,4,13.98
314,Kirakira,SB,2021-09-21 05:09:55,-10.4544,161.9205,82.36,76,18,10.67
315,Mweka,CD,2021-09-21 05:09:56,-4.85,21.5667,70.38,72,72,0.85
316,Moron,AR,2021-09-21 05:05:20,-34.6534,-58.6198,51.55,75,0,8.57
317,Grand Gaube,MU,2021-09-21 05:09:56,-20.0064,57.6608,71.13,63,73,20.56
318,Turukhansk,RU,2021-09-21 05:09:57,65.8167,87.9833,44.55,67,99,7.96
319,Pangkalanbuun,ID,2021-09-21 05:09:57,-2.6833,111.6167,85.8,65,100,4.23
320,Erenhot,CN,2021-09-21 05:09:58,43.6475,111.9767,63.59,43,42,5.37
321,Nizhniy Kuranakh,RU,2021-09-21 05:09:58,58.8353,125.4869,55.89,57,0,6.2
322,Zhaotong,CN,2021-09-21 05:05:16,27.3167,103.7167,71.73,61,0,6.85
323,Tahe,CN,2021-09-21 05:09:59,52.3333,124.7333,64.63,55,98,4.99
324,Alugan,PH,2021-09-21 05:09:59,12.2188,125.4808,84.27,72,32,9.75
325,Puerto Vallarta,MX,2021-09-21 05:10:00,20.6204,-105.2307,76.44,94,85,2.73
326,Kemin,KG,2021-09-21 05:10:00,42.7846,75.6892,68.04,24,4,6.11
327,Ixtapa,MX,2021-09-21 05:10:01,20.7,-105.2,75.4,93,87,3.06
328,Mayo,US,2021-09-21 05:10:01,38.8876,-76.5119,69.75,73,90,9.22
329,Roald,NO,2021-09-21 05:10:02,62.5833,6.1333,53.65,82,75,19.57
330,Yar-Sale,RU,2021-09-21 05:10:02,66.8333,70.8333,37.72,98,100,9.84
331,Wang Saphung,TH,2021-09-21 05:09:11,17.301,101.7685,80.1,85,96,7.2
332,Tilichiki,RU,2021-09-21 05:10:04,60.4667,166.1,46.42,81,100,15.01
333,Ambilobe,MG,2021-09-21 05:05:21,-13.2,49.05,78.85,45,2,7.16
334,Magistralnyy,RU,2021-09-21 05:10:05,56.1725,107.4458,41.58,92,100,8.08
335,Kurumkan,RU,2021-09-21 05:10:06,54.3,110.3,55.11,88,98,2.15
336,Atar,MR,2021-09-21 05:10:06,20.5169,-13.0499,84.07,26,0,9.98
337,Teya,RU,2021-09-21 05:10:07,60.3778,92.6267,37.11,88,100,7.52
338,Rio Gallegos,AR,2021-09-21 05:10:07,-51.6226,-69.2181,48.81,68,100,13.24
339,Dosso,NE,2021-09-21 05:10:08,13.049,3.1937,77.45,73,69,6.58
340,Pierre,US,2021-09-21 05:08:41,44.3683,-100.351,56.32,62,1,13.8
341,Luau,AO,2021-09-21 05:10:08,-10.7073,22.2247,66.87,33,4,3.27
342,Berezayka,RU,2021-09-21 05:10:09,57.9883,33.9036,36.73,97,100,9.55
343,Evensk,RU,2021-09-21 05:10:09,61.95,159.2333,45.95,85,100,19.86
344,Beringovskiy,RU,2021-09-21 05:10:10,63.05,179.3167,41.43,94,100,11.41
345,Port Hueneme,US,2021-09-21 05:10:10,34.1478,-119.1951,76.12,78,1,0.0
346,Port Macquarie,AU,2021-09-21 05:10:10,-31.4333,152.9167,62.49,39,40,17.27
347,Gizo,SB,2021-09-21 05:10:11,-8.103,156.8419,82.51,74,86,3.69
348,Storforshei,NO,2021-09-21 05:10:11,66.4043,14.5233,44.38,70,75,9.22
349,Portland,US,2021-09-21 05:06:11,45.5234,-122.6762,63.18,69,1,0.0
350,Khakhea,BW,2021-09-21 05:10:12,-24.6895,23.494,52.39,28,0,8.14
351,Sergeyevka,KZ,2021-09-21 05:10:13,53.88,67.4158,41.99,64,100,7.7
352,Vysokovsk,RU,2021-09-21 05:10:13,56.3167,36.55,42.66,97,100,11.27
353,Mercedes,AR,2021-09-21 05:10:13,-34.6515,-59.4307,43.99,84,0,8.01
354,Kargopol,RU,2021-09-21 05:10:14,61.5071,38.9456,33.69,85,87,6.38
355,Bud,US,2021-09-21 05:10:14,39.447,-86.1758,71.65,88,34,11.61
356,Eureka,US,2021-09-21 05:05:29,40.8021,-124.1637,56.59,71,0,2.62
357,Bambous Virieux,MU,2021-09-21 05:10:15,-20.3428,57.7575,70.38,62,59,14.54
358,Soldatskaya,RU,2021-09-21 05:10:15,43.8181,43.8158,62.71,66,14,5.84
359,Kurilsk,RU,2021-09-21 05:10:16,45.2333,147.8833,60.44,75,50,5.86
360,Bonavista,CA,2021-09-21 05:10:16,48.6499,-53.1147,46.87,71,15,12.46
361,Shingu,JP,2021-09-21 05:10:17,33.7333,135.9833,75.07,82,99,9.26
362,Bernay,FR,2021-09-21 05:10:17,49.1667,0.6667,52.84,91,7,6.46
363,Biak,ID,2021-09-21 05:10:18,-0.9131,122.8766,73.04,95,100,12.64
364,Mareeba,AU,2021-09-21 05:10:18,-17.0,145.4333,77.72,26,51,8.61
365,Marawi,PH,2021-09-21 05:10:19,7.9986,124.2928,78.82,79,89,2.95
366,Manggar,ID,2021-09-21 05:10:19,-2.8833,108.2667,85.21,65,66,11.34
367,Baghdad,IQ,2021-09-21 05:08:33,33.3406,44.4009,82.31,34,0,11.5
368,Anadyr,RU,2021-09-21 05:10:20,64.75,177.4833,34.3,93,75,15.66
369,Cowra,AU,2021-09-21 05:10:20,-33.8333,148.6833,52.75,54,82,11.59
370,Songjianghe,CN,2021-09-21 05:10:21,42.1859,127.479,66.79,74,98,7.61
371,Sao Miguel Do Araguaia,BR,2021-09-21 05:10:21,-13.275,-50.1628,80.1,21,80,4.72
372,Olavarria,AR,2021-09-21 05:10:22,-36.8927,-60.3225,38.05,87,0,6.2
373,Panambi,BR,2021-09-21 05:10:22,-28.2925,-53.5017,69.24,93,100,11.79
374,Guerrero Negro,MX,2021-09-21 05:10:23,27.9769,-114.0611,70.93,76,0,10.09
375,Batagay-Alyta,RU,2021-09-21 05:10:23,67.8006,130.4114,40.32,62,100,3.6
376,Delta Del Tigre,UY,2021-09-21 05:10:24,-34.7633,-56.3853,53.71,69,0,18.86
377,Punahana,IN,2021-09-21 05:10:24,27.8667,77.2,89.94,58,28,10.27
378,Dobre Miasto,PL,2021-09-21 05:10:25,53.9867,20.3975,34.48,84,46,4.32
379,La Cruz,MX,2021-09-21 05:10:25,23.9167,-106.9,79.54,81,98,1.5
380,Douentza,ML,2021-09-21 05:10:26,14.9951,-2.9517,86.99,39,62,5.82
381,Tawang,IN,2021-09-21 05:10:27,27.5833,91.8667,66.92,56,4,7.02
382,San Cristobal,VE,2021-09-21 05:10:27,7.7669,-72.225,66.22,96,100,1.79
383,Tautira,PF,2021-09-21 05:10:27,-17.7333,-149.15,78.82,76,15,13.33
384,Chokurdakh,RU,2021-09-21 05:10:28,70.6333,147.9167,35.4,48,98,10.04
385,Cidreira,BR,2021-09-21 05:10:28,-30.1811,-50.2056,65.26,94,70,14.47
386,El Angel,EC,2021-09-21 05:10:29,0.6167,-77.9333,41.86,86,94,5.23
387,Kui Buri,TH,2021-09-21 05:10:29,12.0828,99.8543,83.07,75,99,1.21
388,Iracoubo,GF,2021-09-21 05:10:30,5.4802,-53.2011,78.8,86,53,7.31
389,Bilibino,RU,2021-09-21 05:10:30,68.0546,166.4372,25.12,69,79,5.08
390,Yarim,YE,2021-09-21 05:10:31,14.298,44.3779,66.04,30,8,5.21
391,Port Shepstone,ZA,2021-09-21 05:10:32,-30.7414,30.455,61.21,65,43,18.12
392,Kuybyshevskiy Zaton,RU,2021-09-21 05:10:32,55.1593,49.1701,41.58,57,100,15.43
393,Sibolga,ID,2021-09-21 05:10:33,1.7427,98.7792,86.43,59,78,4.83
394,Tommot,RU,2021-09-21 05:10:33,58.9564,126.2925,53.87,50,1,9.15
395,Quatre Cocos,MU,2021-09-21 05:10:34,-20.2078,57.7625,70.48,61,74,15.12
396,Singkang,MY,2021-09-21 05:10:34,2.1006,102.7994,86.23,67,56,5.73
397,Bam,IR,2021-09-21 05:10:35,29.106,58.357,91.44,12,1,3.18
398,Sisimiut,GL,2021-09-21 05:10:35,66.9395,-53.6735,33.12,85,100,12.12
399,Kissidougou,GN,2021-09-21 05:10:36,9.1848,-10.0999,67.5,97,40,2.73
400,Chihuahua,MX,2021-09-21 05:10:37,28.5,-106.0,71.35,50,96,5.12
401,Sena Madureira,BR,2021-09-21 05:10:38,-9.0656,-68.6569,78.84,67,56,1.95
402,Grande Prairie,CA,2021-09-21 05:10:38,55.1667,-118.8027,48.58,68,100,6.78
403,Pekan,MY,2021-09-21 05:10:39,3.4836,103.3996,85.82,69,72,5.26
404,Maku,IR,2021-09-21 05:10:39,39.2911,44.4521,67.84,33,0,1.36
405,Pisco,PE,2021-09-21 05:10:40,-13.7,-76.2167,60.85,82,33,5.75
406,Puerto Carreno,CO,2021-09-21 05:09:11,6.189,-67.4859,76.77,86,97,3.6
407,San Andres,CO,2021-09-21 05:10:40,12.5847,-81.7006,82.42,83,20,9.22
408,Iqaluit,CA,2021-09-21 05:10:41,63.7506,-68.5145,30.38,94,100,10.11
409,Mogadishu,SO,2021-09-21 05:10:42,2.0371,45.3438,78.48,75,28,13.2
410,Buala,SB,2021-09-21 05:10:43,-8.145,159.5921,83.82,72,48,8.75
411,Nemuro,JP,2021-09-21 05:10:44,43.3236,145.575,62.04,86,51,14.56
412,Trincomalee,LK,2021-09-21 05:10:46,8.5711,81.2335,86.97,63,85,13.91
413,Port Blair,IN,2021-09-21 05:10:46,11.6667,92.75,79.43,86,100,8.88
414,Bad Ischl,AT,2021-09-21 05:10:48,47.7111,13.6189,47.71,97,98,2.28
415,La Macarena,CO,2021-09-21 05:10:49,2.1837,-73.7849,71.76,97,98,1.16
416,Banaue,PH,2021-09-21 05:10:49,16.9136,121.0618,83.19,57,42,3.74
417,Berlevag,NO,2021-09-21 05:10:50,70.8578,29.0864,37.35,70,0,31.32
418,De Aar,ZA,2021-09-21 05:10:50,-30.6497,24.0123,38.55,62,0,12.73
419,Yelovo,RU,2021-09-21 05:10:50,57.0538,54.9207,42.04,64,29,6.08
420,Ningyang,CN,2021-09-21 05:10:51,35.7642,116.7914,80.92,54,0,8.3
421,Touros,BR,2021-09-21 05:10:51,-5.1989,-35.4608,72.5,77,85,13.49
422,Parian Dakula,PH,2021-09-21 05:10:52,5.5567,120.7719,82.51,70,99,6.51
423,Puerto Escondido,MX,2021-09-21 05:10:52,15.85,-97.0667,80.22,84,77,5.26
424,Veszprem,HU,2021-09-21 05:10:53,47.0933,17.9115,48.56,77,18,6.02
425,Kajaani,FI,2021-09-21 05:10:53,64.2273,27.7285,37.45,81,90,3.44
426,Dargaville,NZ,2021-09-21 05:10:54,-35.9333,173.8833,60.35,72,11,6.29
427,Ibra,OM,2021-09-21 05:10:55,22.6906,58.5334,85.68,51,4,4.88
428,Eskil,TR,2021-09-21 05:10:55,38.4017,33.4131,69.37,43,0,2.66
429,Umred,IN,2021-09-21 05:10:56,20.85,79.3333,77.29,77,100,4.83
430,Codrington,AU,2021-09-21 05:10:56,-38.2667,141.9667,52.12,76,99,14.47
431,Xai-Xai,MZ,2021-09-21 05:10:57,-25.0519,33.6442,69.85,61,25,1.54
432,Gombong,ID,2021-09-21 05:10:57,-7.6072,109.5142,85.96,61,100,6.73
433,Suntar,RU,2021-09-21 05:10:58,62.1444,117.6319,55.99,43,80,11.59
434,Orbetello,IT,2021-09-21 05:10:58,42.4408,11.2196,64.94,75,33,6.13
435,Saint-Philippe,RE,2021-09-21 05:10:59,-21.3585,55.7679,72.99,70,91,12.68
436,Palenque,MX,2021-09-21 05:10:59,17.5167,-91.9667,77.88,75,50,5.35
437,Eluru,IN,2021-09-21 05:11:00,16.7,81.1,86.09,68,100,5.88
438,Rawson,AR,2021-09-21 05:11:00,-43.3002,-65.1023,53.78,44,0,9.73
439,Nurota,UZ,2021-09-21 05:11:01,40.5614,65.6886,68.09,17,0,10.4
440,Livramento,BR,2021-09-21 05:11:01,-3.0254,-60.1803,79.47,100,0,2.3
441,La Tuque,CA,2021-09-21 05:09:29,47.4334,-72.7824,51.21,86,69,4.99
442,Havre-Saint-Pierre,CA,2021-09-21 05:11:02,50.2334,-63.5986,49.59,89,41,4.76
443,Ulaangom,MN,2021-09-21 05:11:02,49.9811,92.0667,53.55,34,0,4.65
444,Raga,SS,2021-09-21 05:11:03,8.4596,25.678,69.31,98,99,0.83
445,Lobito,AO,2021-09-21 05:11:03,-12.3481,13.5456,70.57,89,93,5.97
446,Konstantinovo,BY,2021-09-21 05:11:04,54.6628,29.2699,39.4,98,100,10.6
447,Moose Factory,CA,2021-09-21 05:11:04,51.2585,-80.6094,73.4,64,71,6.91
448,Altay,CN,2021-09-21 05:11:05,47.8667,88.1167,51.96,20,66,4.94
449,Tianpeng,CN,2021-09-21 05:11:05,30.9866,103.9393,81.45,57,14,4.85
450,Chabahar,IR,2021-09-21 05:11:06,25.2919,60.643,83.37,75,4,4.03
451,Trelew,AR,2021-09-21 05:06:09,-43.249,-65.3051,53.8,40,0,8.41
452,Vaitape,PF,2021-09-21 05:11:07,-16.5167,-151.75,79.29,69,10,11.18
453,Mbala,ZM,2021-09-21 05:11:07,-8.8402,31.3659,66.76,51,0,7.4
454,Sawakin,SD,2021-09-21 05:11:08,19.1059,37.3321,94.42,29,33,7.34
455,Gamba,GA,2021-09-21 05:11:09,-2.65,10.0,74.14,83,99,3.33
456,Berdigestyakh,RU,2021-09-21 05:11:09,62.0989,126.6992,47.14,57,16,8.12
457,Domoni,KM,2021-09-21 05:11:09,-12.2569,44.5319,77.67,73,20,3.58
458,Kangaba,ML,2021-09-21 05:11:10,11.9333,-8.4167,73.29,89,11,3.31
459,Amapa,BR,2021-09-21 05:11:10,1.0,-52.0,70.12,99,92,0.67
460,Cabedelo,BR,2021-09-21 05:11:11,-6.9811,-34.8339,72.27,78,37,9.44
461,Palmer,US,2021-09-21 05:07:39,42.1584,-72.3287,57.61,100,1,0.0
462,Ziro,IN,2021-09-21 05:11:12,27.6333,93.8333,75.42,49,8,2.75
463,Mayumba,GA,2021-09-21 05:11:12,-3.432,10.6554,74.44,85,100,4.27
464,Yiyang,CN,2021-09-21 05:11:13,28.5892,112.3283,94.23,35,0,3.18
465,El Alto,PE,2021-09-21 05:11:13,-4.2714,-81.2147,63.97,78,19,15.26
466,Chara,RU,2021-09-21 05:11:15,56.9064,118.2631,61.63,48,12,1.97
467,Eyl,SO,2021-09-21 05:11:16,7.9803,49.8164,81.72,64,21,20.89
468,Coquimbo,CL,2021-09-21 05:11:16,-29.9533,-71.3436,51.53,87,0,3.44
469,Votkinsk,RU,2021-09-21 05:11:17,57.0486,53.9872,41.81,65,29,6.31
470,Khandagayty,RU,2021-09-21 05:11:17,50.7333,92.05,49.39,35,27,4.34
471,Santa Rosa,PH,2021-09-21 05:11:18,14.3122,121.1114,88.9,62,92,8.37
472,Koindu,GN,2021-09-21 05:11:18,8.4386,-10.3253,68.5,99,56,2.62
473,Copiapo,CL,2021-09-21 05:11:19,-27.3667,-70.3333,58.3,70,0,3.83
474,Nouadhibou,MR,2021-09-21 05:11:20,20.931,-17.0347,71.55,81,4,20.47
475,Kaduy,RU,2021-09-21 05:11:20,59.2,37.15,33.84,75,100,9.91
476,Ciudad Bolivar,VE,2021-09-21 05:11:21,8.1222,-63.5497,76.87,87,100,6.29
477,Launceston,AU,2021-09-21 05:11:21,-41.45,147.1667,55.04,43,94,12.66
478,Sailana,IN,2021-09-21 05:11:21,23.4667,74.9167,76.71,89,98,10.83
479,Maceio,BR,2021-09-21 05:11:22,-9.6658,-35.7353,71.04,100,75,3.44
480,Hami,CN,2021-09-21 05:11:23,42.8,93.45,80.01,22,94,5.08
481,Itaituba,BR,2021-09-21 05:11:23,-4.2761,-55.9836,74.37,83,59,1.95
482,Rochegda,RU,2021-09-21 05:11:24,62.8,43.25,37.13,77,3,4.41
483,Concordia,AR,2021-09-21 05:11:24,-31.393,-58.0209,54.95,74,99,13.2
484,Ilebo,CD,2021-09-21 05:11:25,-4.3167,20.5833,71.64,73,40,0.94
485,Acapulco,MX,2021-09-21 05:11:25,16.8634,-99.8901,79.32,83,79,5.32
486,Noumea,NC,2021-09-21 05:11:26,-22.2763,166.4572,80.58,56,4,1.63
487,Nicoya,CR,2021-09-21 05:11:26,10.1483,-85.452,76.55,92,97,1.21
488,Durazno,UY,2021-09-21 05:11:26,-33.4131,-56.5006,47.8,89,4,13.51
489,Mandalgovi,MN,2021-09-21 05:11:27,45.7625,106.2708,66.16,39,1,14.38
490,Kavieng,PG,2021-09-21 05:11:27,-2.5744,150.7967,84.18,68,89,3.15
491,Bermejo,AR,2021-09-21 05:11:28,-32.8833,-68.8,57.11,47,0,1.14
492,Kaspiyskiy,RU,2021-09-21 05:11:29,45.3929,47.3707,70.66,58,47,7.56
493,Portlethen,GB,2021-09-21 05:11:29,57.0547,-2.1307,51.57,82,100,3.44
494,Kihei,US,2021-09-21 05:11:30,20.785,-156.4656,78.82,61,20,13.8
495,Olafsvik,IS,2021-09-21 05:11:30,64.8945,-23.7142,44.6,84,100,14.05
496,Hazorasp,UZ,2021-09-21 05:11:31,41.3194,61.0742,60.64,13,0,15.43
497,Enshi,CN,2021-09-21 05:11:32,30.3,109.4833,84.27,49,1,1.21
498,Comodoro Rivadavia,AR,2021-09-21 05:11:32,-45.8667,-67.5,49.86,46,0,4.61
499,Rumoi,JP,2021-09-21 05:11:33,43.9344,141.6428,69.39,58,100,4.81
500,Birin,NP,2021-09-21 05:11:33,26.8865,88.0718,68.63,85,57,5.84
501,Flinders,AU,2021-09-21 05:11:34,-34.5833,150.8552,58.32,51,29,22.3
502,Lensk,RU,2021-09-21 05:11:35,60.7253,114.9278,60.26,56,88,4.72
503,Pasni,PK,2021-09-21 05:11:35,25.2631,63.471,82.36,80,6,12.28
504,Contamana,PE,2021-09-21 05:11:36,-7.3333,-75.0167,76.21,70,43,2.28
505,Albertville,US,2021-09-21 05:11:16,34.2676,-86.2089,71.73,94,90,5.75
506,Kayerkan,RU,2021-09-21 05:11:37,69.3497,87.7602,33.51,84,99,9.55
507,Bosaso,SO,2021-09-21 05:11:37,11.2842,49.1816,92.08,49,2,7.0
508,Ketchikan,US,2021-09-21 05:11:38,55.3422,-131.6461,54.07,100,90,11.5
509,Tomatlan,MX,2021-09-21 05:11:38,19.9333,-105.25,73.87,94,30,2.82
510,Zverevo,RU,2021-09-21 05:11:39,48.0211,40.1228,53.53,55,99,7.67
511,Tessalit,ML,2021-09-21 05:11:39,20.1986,1.0114,86.13,11,0,6.35
512,Saint Pete Beach,US,2021-09-21 05:11:40,27.7253,-82.7412,80.65,83,1,5.75
513,Boralday,KZ,2021-09-21 05:11:40,43.3578,76.8594,62.46,22,20,6.71
514,Manakara,MG,2021-09-21 05:11:41,-22.1333,48.0167,70.61,74,10,5.44
515,Matongo,TZ,2021-09-21 05:11:42,-2.3833,34.0833,73.31,48,2,6.46
516,Huangmei,CN,2021-09-21 05:11:42,30.1924,116.025,86.65,45,0,6.26
517,Port Antonio,JM,2021-09-21 05:11:43,18.18,-76.4612,79.18,81,71,3.38
518,High Level,CA,2021-09-21 05:08:35,58.5169,-117.136,46.63,66,81,5.97
519,Petrovsk,RU,2021-09-21 05:09:08,52.3064,45.3917,48.94,76,83,16.11
520,Kruisfontein,ZA,2021-09-21 05:11:44,-34.0033,24.7314,50.9,78,45,10.65
521,Yuancheng,CN,2021-09-21 05:11:45,36.652,107.7896,79.88,18,0,10.42
522,Solnechnyy,RU,2021-09-21 05:11:46,50.7214,136.6319,62.83,47,90,4.85
523,Iskateley,RU,2021-09-21 05:11:47,67.6803,53.1512,41.32,80,100,12.26
524,Ilhabela,BR,2021-09-21 05:11:48,-23.7781,-45.3581,74.82,76,16,4.74
525,Yenagoa,NG,2021-09-21 05:11:49,4.9247,6.2642,75.29,94,100,3.24
526,Kutum,SD,2021-09-21 05:11:49,14.2,24.6667,77.07,37,97,3.42
527,Lorengau,PG,2021-09-21 05:11:50,-2.0226,147.2712,84.07,64,68,3.58
528,Gobabis,NA,2021-09-21 05:11:50,-22.45,18.9667,51.89,27,0,7.29
529,Cedar City,US,2021-09-21 05:11:07,37.6775,-113.0619,49.17,34,1,8.05
530,Nabire,ID,2021-09-21 05:11:51,-3.3667,135.4833,81.23,74,100,3.65
531,Maarianhamina,AX,2021-09-21 05:11:52,60.0973,19.9348,30.06,93,0,2.3
532,Antofagasta,CL,2021-09-21 05:11:52,-23.65,-70.4,60.08,85,76,1.72
533,Mariental,NA,2021-09-21 05:11:53,-24.6333,17.9667,49.39,36,0,6.78
534,Schwedt,DE,2021-09-21 05:08:52,53.0596,14.2815,51.55,77,100,4.14
535,Belmonte,BR,2021-09-21 05:11:53,-15.8631,-38.8828,68.5,88,79,1.95
536,Koulikoro,ML,2021-09-21 05:11:54,14.0,-7.75,76.53,69,5,8.25
537,Marrakesh,MA,2021-09-21 05:07:46,31.6315,-8.0083,64.47,82,0,6.91
538,Staraya Poltavka,RU,2021-09-21 05:11:54,50.4772,46.4814,58.26,42,99,8.59
539,Chulumani,BO,2021-09-21 05:11:55,-16.4096,-67.5263,62.94,94,95,1.39
540,Luderitz,NA,2021-09-21 05:11:55,-26.6481,15.1594,58.08,53,0,8.59
541,Coram,US,2021-09-21 05:11:56,40.8687,-73.0015,65.95,88,40,4.61
542,Channel-Port Aux Basques,CA,2021-09-21 05:11:56,47.5702,-59.1367,50.7,57,0,2.53
543,Marsh Harbour,BS,2021-09-21 05:11:57,26.5412,-77.0636,82.81,75,26,11.05
544,Tazovskiy,RU,2021-09-21 05:11:58,67.4667,78.7,34.23,71,52,14.83
545,Kjollefjord,NO,2021-09-21 05:11:58,70.9457,27.3465,41.05,72,15,25.03
546,Natal,BR,2021-09-21 05:11:58,-5.795,-35.2094,72.25,88,40,3.44
547,Tafalla,ES,2021-09-21 05:11:59,42.5269,-1.6745,54.48,82,31,7.52
548,Hun,LY,2021-09-21 05:11:59,29.1268,15.9477,79.86,28,0,11.3
549,Rousinov,CZ,2021-09-21 05:12:00,49.2013,16.8822,50.85,76,0,3.44
550,Bucerias,MX,2021-09-21 05:12:00,20.75,-105.3333,77.5,85,80,3.65
551,Tanda,IN,2021-09-21 05:12:01,26.55,82.65,88.23,66,41,7.23
552,Rawlins,US,2021-09-21 05:12:02,41.7911,-107.2387,39.42,70,1,0.0
553,Kars,TR,2021-09-21 05:10:37,40.602,43.095,49.05,76,0,6.91
554,Mount Isa,AU,2021-09-21 05:12:02,-20.7333,139.5,76.77,11,37,21.85
555,Cherepanovo,RU,2021-09-21 05:12:03,54.2222,83.381,36.12,98,100,10.87
556,Verkhnetulomskiy,RU,2021-09-21 05:12:03,68.6073,31.7962,30.33,91,17,4.9
557,Matamoros,MX,2021-09-21 05:12:04,25.5333,-103.25,82.71,26,22,8.52
558,Kavali,IN,2021-09-21 05:12:04,14.9167,79.9833,93.94,43,100,12.64
559,Koslan,RU,2021-09-21 05:12:04,63.4564,48.8989,38.28,73,18,2.15
560,Prachuap Khiri Khan,TH,2021-09-21 05:12:05,12.2167,99.75,81.45,75,99,1.03
561,Cosamaloapan,MX,2021-09-21 05:12:05,18.3667,-95.8,76.66,92,95,3.0
562,Pelotas,BR,2021-09-21 05:12:06,-31.7719,-52.3425,58.1,93,100,11.56
563,Rivadavia,AR,2021-09-21 05:12:06,-33.1905,-68.4608,57.67,46,11,1.97
564,Panlaitan,PH,2021-09-21 05:12:07,12.1191,119.8486,81.41,75,58,2.33
565,Corning,US,2021-09-21 05:12:08,42.1428,-77.0547,64.45,94,1,3.44
566,Qui Nhon,VN,2021-09-21 05:10:52,13.7667,109.2333,83.55,73,100,3.76
567,Mahajanga,MG,2021-09-21 05:12:08,-15.7167,46.3167,80.62,47,20,18.41
568,Neryungri,RU,2021-09-21 05:12:09,56.6709,124.6491,59.67,53,2,5.99
569,Mokhsogollokh,RU,2021-09-21 05:12:09,61.4681,128.9203,49.12,47,7,5.32
570,Morondava,MG,2021-09-21 05:12:10,-20.2833,44.2833,76.33,70,26,6.93
571,Linxia,CN,2021-09-21 05:12:10,35.6003,103.2064,70.77,24,1,2.95
572,Srednekolymsk,RU,2021-09-21 05:12:11,67.45,153.6833,39.54,42,18,13.49
573,Cap-Aux-Meules,CA,2021-09-21 05:12:11,47.3821,-61.8597,55.42,71,1,10.36
574,La Asuncion,VE,2021-09-21 05:12:12,11.0333,-63.8628,79.99,85,100,12.39
575,Okha,RU,2021-09-21 05:12:12,53.5739,142.9478,53.47,53,24,16.04
576,Do Gonbadan,IR,2021-09-21 05:12:13,30.3586,50.7981,82.49,23,0,4.61
